igre,disciplina,mesto,drzava,ime,rezultat 
Innsbruck 1964,1500m-women,13,CAN,Doreen Mccannell,00:02:32.700
Innsbruck 1964,1500m-women,14,JPN,Yasuko Takano,00:02:33.100
Innsbruck 1964,1500m-women,15,USA,Judith Morstein,00:02:33.300
Innsbruck 1964,1500m-women,16,NED,Willy De Beer,00:02:34.000
Innsbruck 1964,1500m-women,16,CAN,Doreen Ryan,00:02:34.000
Innsbruck 1964,1500m-women,18,JPN,Kaneko Takahashi,00:02:34.600
Innsbruck 1964,1500m-women,19,USA,Janice Lawler,00:02:34.900
Innsbruck 1964,1500m-women,20,HUN,Kornélia Ihász,00:02:35.100
Innsbruck 1964,1500m-women,21,GER,Inge Lieckfeldt,00:02:36.200
Innsbruck 1964,1500m-women,22,FRA,Françoise Lucas,00:02:36.400
Innsbruck 1964,1500m-women,22,POL,Adelhajda Mroske,00:02:36.400
Innsbruck 1964,1500m-women,24,USA,Janice Smith,00:02:37.800
Innsbruck 1964,1500m-women,25,POL,Helena Pilejczyk,00:02:38.300
Innsbruck 1964,1500m-women,26,POL,Elwira Seroczynska,00:02:39.300
Innsbruck 1964,1500m-women,27,KOR,Kuy Chin Kim,00:02:39.700
Innsbruck 1964,1500m-women,28,GER,Erika Heinicke,00:02:40.400
Innsbruck 1964,1500m-women,29,TCH,Jarmila Stastna,00:02:42.900
Innsbruck 1964,1500m-women,30,PRK,Sen Za An,00:02:44.700
Innsbruck 1964,3000m-women,1,URS,Lidiya Skoblikova,00:05:14.900
Innsbruck 1964,3000m-women,2,PRK,Pil Hwa Han,00:05:18.500
Innsbruck 1964,3000m-women,2,URS,Valentina Stenina,00:05:18.500
Innsbruck 1964,3000m-women,4,URS,Klara Guseva,00:05:22.500
Innsbruck 1964,3000m-women,5,FIN,Kaija Mustonen,00:05:24.300
Innsbruck 1964,3000m-women,6,JPN,Hatsue Nagakubo Takamizawa,00:05:25.400
Innsbruck 1964,3000m-women,7,PRK,Song Soon Kim,00:05:25.900
Innsbruck 1964,3000m-women,8,CAN,Doreen Mccannell,00:05:26.400
Innsbruck 1964,3000m-women,9,SWE,Christina Scherling,00:05:27.600
Innsbruck 1964,3000m-women,10,FIN,Kaija Liisa Keskivitikka,00:05:29.400
Innsbruck 1964,3000m-women,11,USA,Jeanne Ashworth,00:05:30.300
Innsbruck 1964,3000m-women,12,JPN,Yasuko Takano,00:05:30.400
Innsbruck 1964,3000m-women,13,PRK,Wel Za Bak,00:05:30.800
Innsbruck 1964,3000m-women,14,SWE,Inger Eriksson,00:05:32.600
Innsbruck 1964,3000m-women,15,SWE,Gunilla Jacobsson,00:05:39.200
Innsbruck 1964,3000m-women,16,JPN,Kaneko Takahashi,00:05:39.600
Innsbruck 1964,3000m-women,17,GER,Rita Blankenburg,00:05:40.800
Innsbruck 1964,3000m-women,18,HUN,Kornélia Ihász,00:05:41.400
Innsbruck 1964,3000m-women,19,KOR,Kuy Chin Kim,00:05:41.600
Innsbruck 1964,3000m-women,20,MGL,Lkhamjav Tsedenjavyn,00:05:42.600
Innsbruck 1964,3000m-women,21,GER,Inge Lieckfeldt,00:05:42.700
Innsbruck 1964,3000m-women,21,USA,Sylvia White,00:05:42.700
Innsbruck 1964,3000m-women,23,USA,Barbara Lockhart,00:05:43.200
Innsbruck 1964,3000m-women,24,CAN,Doreen Ryan,00:05:46.500
Innsbruck 1964,3000m-women,25,POL,Adelhajda Mroske,00:05:47.100
Innsbruck 1964,3000m-women,26,POL,Helena Pilejczyk,00:05:47.300
Innsbruck 1964,3000m-women,27,NED,Willy De Beer,00:05:49.900
Innsbruck 1964,3000m-women,28,GER,Erika Heinicke,00:05:56.000
Innsbruck 1964,5000m-men,1,NOR,Knut Johannesen,00:07:38.400
Innsbruck 1964,5000m-men,2,NOR,Per Ivar Moe,00:07:38.600
Innsbruck 1964,5000m-men,3,NOR,Fred Anton Maier,00:07:42.000
Innsbruck 1964,5000m-men,4,URS,Viktor Kosichkin,00:07:45.800
Innsbruck 1964,5000m-men,5,AUT,Hermann Strutz,00:07:48.300
Innsbruck 1964,5000m-men,6,SWE,Jonny Nilsson,00:07:48.400
Innsbruck 1964,5000m-men,7,SWE,Ivar Nilsson,00:07:49.000
Innsbruck 1964,5000m-men,8,NED,Rudi Liebrechts,00:07:50.900
Innsbruck 1964,5000m-men,9,NED,Cornelis Verkerk,00:07:51.100
Innsbruck 1964,5000m-men,10,URS,Muzakhid Khabibuline,00:07:52.300
Innsbruck 1964,5000m-men,11,GER,Günter Traub,00:07:53.900
Innsbruck 1964,5000m-men,12,DEN,Kurt R. Stille,00:07:56.100
Innsbruck 1964,5000m-men,13,GER,Gerhard Zimmermann,00:07:56.800
Innsbruck 1964,5000m-men,14,ITA,Renato De Riva,00:07:57.500
Innsbruck 1964,5000m-men,15,FIN,Kalervo Hietala,00:07:58.800
Innsbruck 1964,5000m-men,16,GBR,Thomas Alfred Malkin,00:07:59.400
Innsbruck 1964,5000m-men,17,KOR,Young Bai Choi,00:08:03.400
Innsbruck 1964,5000m-men,18,FIN,Jouko Ilmari Launonen,00:08:03.500
Innsbruck 1964,5000m-men,19,SWE,Örjan Sandler,00:08:05.300
Innsbruck 1964,5000m-men,20,USA,Richard Howard Hunt,00:08:09.700
Innsbruck 1964,5000m-men,21,FIN,Toivo Salonen,00:08:10.200
Innsbruck 1964,5000m-men,22,GBR,Anthony Bullen,00:08:12.400
Innsbruck 1964,5000m-men,23,JPN,Satoshi Shinpo,00:08:12.500
Innsbruck 1964,5000m-men,24,JPN,Toyofumi Aruga,00:08:15.900
Innsbruck 1964,5000m-men,25,CAN,Ralf Olin,00:08:18.200
Innsbruck 1964,5000m-men,26,HUN,György Ivankai,00:08:19.400
Innsbruck 1964,5000m-men,26,JPN,Yoshihiro Kawano,00:08:19.400
Innsbruck 1964,5000m-men,28,PRK,Sung Woon Bak,00:08:20.200
Innsbruck 1964,5000m-men,29,USA,Wayne Arthur Le Bombard,00:08:21.300
Innsbruck 1964,5000m-men,30,PRK,Choon Bong Kim,00:08:22.900
Innsbruck 1964,5000m-men,31,MGL,Tsend Luvsansharavyn,00:08:23.900
Innsbruck 1964,5000m-men,32,SUI,Ruedi Uster,00:08:24.800
Innsbruck 1964,5000m-men,33,TCH,Oldrich Teply,00:08:25.600
Innsbruck 1964,5000m-men,34,NED,Petrus Nottet,00:08:26.100
Innsbruck 1964,5000m-men,35,CAN,Gérald Koning,00:08:26.900
Innsbruck 1964,5000m-men,36,KOR,Nam Yeon Choi,00:08:28.000
Innsbruck 1964,5000m-men,37,AUT,Reinhold Seeböck,00:08:29.600
Innsbruck 1964,5000m-men,38,USA,Stanley Clair Fail,00:08:31.900
Innsbruck 1964,5000m-men,39,GER,Jürgen Schmidt,00:08:36.600
Innsbruck 1964,5000m-men,40,SUI,Peter Büttner,00:08:45.500
Innsbruck 1964,5000m-men,41,HUN,Mihaly Martos,00:08:47.100
Innsbruck 1964,5000m-men,42,AUT,Gerhard Strutz,00:08:50.400
Innsbruck 1964,10000m-men,1,SWE,Jonny Nilsson,00:15:50.100
Innsbruck 1964,10000m-men,2,NOR,Fred Anton Maier,00:16:06.000
Innsbruck 1964,10000m-men,3,NOR,Knut Johannesen,00:16:06.300
Innsbruck 1964,10000m-men,4,NED,Rudi Liebrechts,00:16:08.600
Innsbruck 1964,10000m-men,5,URS,Ants Antson,00:16:08.700
Innsbruck 1964,10000m-men,6,URS,Viktor Kosichkin,00:16:19.300
Innsbruck 1964,10000m-men,7,GER,Gerhard Zimmermann,00:16:22.500
Innsbruck 1964,10000m-men,8,GBR,Thomas Alfred Malkin,00:16:35.200
Innsbruck 1964,10000m-men,9,DEN,Kurt R. Stille,00:16:38.300
Innsbruck 1964,10000m-men,10,SWE,Ivar Nilsson,00:16:40.300
Innsbruck 1964,10000m-men,11,AUT,Hermann Strutz,00:16:42.600
Innsbruck 1964,10000m-men,12,URS,Igor Ostashov,00:16:45.500
Innsbruck 1964,10000m-men,13,NOR,Per Ivar Moe,00:16:47.100
Innsbruck 1964,10000m-men,14,FIN,Jouko Ilmari Launonen,00:16:49.800
Innsbruck 1964,10000m-men,15,CAN,Ralf Olin,00:16:53.300
Innsbruck 1964,10000m-men,16,NED,Cornelis Verkerk,00:16:53.400
Innsbruck 1964,10000m-men,17,SWE,Örjan Sandler,00:16:56.900
Innsbruck 1964,10000m-men,18,ITA,Renato De Riva,00:16:57.500
Innsbruck 1964,10000m-men,19,GER,Günter Traub,00:16:58.400
Innsbruck 1964,10000m-men,20,FIN,Juhani Jouko Järvinen,00:17:05.000
Innsbruck 1964,10000m-men,21,GER,Jürgen Traub,00:17:08.900
Innsbruck 1964,10000m-men,22,JPN,Toyofumi Aruga,00:17:09.900
Innsbruck 1964,10000m-men,23,PRK,Choon Bong Kim,00:17:10.800
Innsbruck 1964,10000m-men,24,JPN,Satoshi Shinpo,00:17:11.300
Innsbruck 1964,10000m-men,25,MGL,Tsend Luvsansharavyn,00:17:12.400
Innsbruck 1964,10000m-men,26,FIN,Kalervo Hietala,00:17:12.900
Innsbruck 1964,10000m-men,27,FRA,André Kouprianoff,00:17:17.400
Innsbruck 1964,10000m-men,28,GBR,Anthony Bullen,00:17:19.800
Innsbruck 1964,10000m-men,29,SUI,Ruedi Uster,00:17:23.400
Innsbruck 1964,10000m-men,30,USA,Wayne Arthur Le Bombard,00:17:30.600
Innsbruck 1964,10000m-men,31,KOR,Young Bai Choi,00:17:31.300
Innsbruck 1964,10000m-men,32,JPN,Yoshihiro Kawano,00:17:39.000
Innsbruck 1964,10000m-men,33,HUN,György Ivankai,00:17:47.300
Grenoble 1968,500m-men,1,FRG,Erhard Keller,40.300
Grenoble 1968,500m-men,2,USA,Richard Mcdermott,40.500
Grenoble 1968,500m-men,2,NOR,Magne Thomassen,40.500
Grenoble 1968,500m-men,4,URS,Yevgeny Grishin,40.600
Grenoble 1968,500m-men,5,USA,Neil Blatchford,40.700
Grenoble 1968,500m-men,5,NOR,Arne Herjeaunet,40.700
Grenoble 1968,500m-men,5,USA,John Wurster,40.700
Grenoble 1968,500m-men,8,FIN,Seppo Hänninen,40.800
Grenoble 1968,500m-men,8,SWE,Haakan Holmgren,40.800
Grenoble 1968,500m-men,8,JPN,Keiichi Suzuki,40.800
Grenoble 1968,500m-men,11,FRG,Herbert Höfl,41.000
Grenoble 1968,500m-men,11,URS,Anatoly Lepyoshkin,41.000
Grenoble 1968,500m-men,13,NOR,Roar Grönvold,41.100
Grenoble 1968,500m-men,13,NED,Ard Schenk,41.100
Grenoble 1968,500m-men,15,SWE,Hasse Börjes,41.200
Grenoble 1968,500m-men,15,SWE,Heike Hedlund,41.200
Grenoble 1968,500m-men,15,JPN,Masaki Suzuki,41.200
Grenoble 1968,500m-men,18,URS,Valery Muratov,41.400
Grenoble 1968,500m-men,19,GBR,John Tipper,41.500
Grenoble 1968,500m-men,19,FRG,Gerhard Zimmermann,41.500
Grenoble 1968,500m-men,21,USA,Thomas James Gray,41.600
Grenoble 1968,500m-men,21,URS,Valerii Kaplan,41.600
Grenoble 1968,500m-men,23,FIN,Kimmo Koskinen,41.700
Grenoble 1968,500m-men,24,SWE,Manne Lavaas,41.800
Grenoble 1968,500m-men,25,CAN,Robert Boucher,42.000
Grenoble 1968,500m-men,26,AUT,Otmar Braunecker,42.100
Grenoble 1968,500m-men,26,ITA,Elio Locatelli,42.100
Grenoble 1968,500m-men,26,GBR,Geoffrey Stockdale,42.100
Grenoble 1968,500m-men,29,NOR,Johan Lind,42.300
Grenoble 1968,500m-men,30,NED,Petrus Nottet,42.400
Grenoble 1968,500m-men,31,HUN,Mihaly Martos,42.500
Grenoble 1968,500m-men,31,FRG,Günter Traub,42.500
Grenoble 1968,500m-men,33,JPN,Tamio Dejima,42.600
Grenoble 1968,500m-men,33,FIN,Jouko Ilmari Launonen,42.600
Grenoble 1968,500m-men,33,NED,Cornelis Verkerk,42.600
Grenoble 1968,500m-men,33,CAN,Peter Williamson,42.600
Grenoble 1968,500m-men,37,JPN,Takayuki Hida,42.900
Grenoble 1968,500m-men,38,MGL,Dashnyam Luvsanlkhagvyn,43.000
Grenoble 1968,500m-men,38,HUN,György Martos,43.000
Grenoble 1968,500m-men,40,FIN,Olavi Hjellman,43.100
Grenoble 1968,500m-men,41,AUS,Colin Victor Coates,43.300
Grenoble 1968,500m-men,41,CAN,Robert Hodges,43.300
Grenoble 1968,500m-men,43,SUI,Ruedi Uster,43.600
Grenoble 1968,500m-men,44,SUI,Hansruedi Widmer,43.700
Grenoble 1968,500m-men,45,FRA,Michel Thepenier,43.800
Grenoble 1968,500m-men,46,FRA,François Perrenoud,44.100
Grenoble 1968,500m-women,1,URS,Lyudmila Titova,46.100
Grenoble 1968,500m-women,2,USA,Jennifer Fish,46.300
Grenoble 1968,500m-women,2,USA,Dianne Holum,46.300
Grenoble 1968,500m-women,2,USA,Mary Meyers,46.300
Grenoble 1968,500m-women,5,NED,Elisabeth Van Den Brom,46.600
Grenoble 1968,500m-women,6,FIN,Kaija Mustonen,46.700
Grenoble 1968,500m-women,6,NOR,Sigrid Sundby,46.700
Grenoble 1968,500m-women,8,NOR,Kirsti Biermann,46.800
Grenoble 1968,500m-women,9,URS,Irina Yegorova,46.900
Grenoble 1968,500m-women,9,URS,Tatyana Sidorova,46.900
Grenoble 1968,500m-women,11,NOR,Lisbeth Korsmo,47.000
Grenoble 1968,500m-women,12,FIN,Arja Kantola,47.400
Grenoble 1968,500m-women,12,FRG,Evi Sappl,47.400
Grenoble 1968,500m-women,14,NED,Stien Baas Kaiser,47.600
Grenoble 1968,500m-women,15,SWE,Christina Scherling,47.700
Grenoble 1968,500m-women,16,NED,Wil Burgmeijer,47.800
Grenoble 1968,500m-women,16,GDR,Ruth Schleiermacher,47.800
Grenoble 1968,500m-women,18,FIN,Kaija Liisa Keskivitikka,48.100
Grenoble 1968,500m-women,19,FRA,Marie Lise Perrenoud,48.200
Grenoble 1968,500m-women,19,CAN,Wendy Thompson,48.200
Grenoble 1968,500m-women,21,FRG,Hildegard Sellhuber,48.400
Grenoble 1968,500m-women,22,FRA,Martine Ivangine,48.500
Grenoble 1968,500m-women,23,CAN,Marcia Parsons,48.800
Grenoble 1968,500m-women,24,CAN,Doreen Mccannell,49.000
Grenoble 1968,500m-women,25,JPN,Misae Takeda,49.400
Grenoble 1968,500m-women,26,SWE,Ylva Hedlund,49.900
Grenoble 1968,500m-women,27,JPN,Kaname Ide,50.000
Grenoble 1968,1000m-women,1,NED,Carolina Geijssen,00:01:32.600
Grenoble 1968,1000m-women,2,URS,Lyudmila Titova,00:01:32.900
Grenoble 1968,1000m-women,3,USA,Dianne Holum,00:01:33.400
Grenoble 1968,1000m-women,4,FIN,Kaija Mustonen,00:01:33.600
Grenoble 1968,1000m-women,5,URS,Irina Yegorova,00:01:34.400
Grenoble 1968,1000m-women,6,NOR,Sigrid Sundby,00:01:34.500
Grenoble 1968,1000m-women,7,USA,Jeanne Ashworth,00:01:34.700
Grenoble 1968,1000m-women,8,FIN,Kaija Liisa Keskivitikka,00:01:34.800
Grenoble 1968,1000m-women,9,NOR,Kirsti Biermann,00:01:35.000
Grenoble 1968,1000m-women,10,NED,Stien Baas Kaiser,00:01:35.200
Grenoble 1968,1000m-women,11,URS,Lasma Kaouniste,00:01:35.300
Grenoble 1968,1000m-women,12,GDR,Ruth Schleiermacher,00:01:35.600
Grenoble 1968,1000m-women,13,NOR,Lisbeth Korsmo,00:01:36.800
Grenoble 1968,1000m-women,13,NED,Elisabeth Van Den Brom,00:01:36.800
Grenoble 1968,1000m-women,15,SWE,Christina Scherling,00:01:36.900
Grenoble 1968,1000m-women,16,FRG,Hildegard Sellhuber,00:01:37.200
Grenoble 1968,1000m-women,17,FRA,Martine Ivangine,00:01:37.400
Grenoble 1968,1000m-women,17,FRG,Evi Sappl,00:01:37.400
Grenoble 1968,1000m-women,19,SWE,Ylva Hedlund,00:01:37.500
Grenoble 1968,1000m-women,20,CAN,Doreen Mccannell,00:01:37.600
Grenoble 1968,1000m-women,21,CAN,Marcia Parsons,00:01:37.700
Grenoble 1968,1000m-women,22,FIN,Arja Kantola,00:01:37.900
Grenoble 1968,1000m-women,23,USA,Jennifer Fish,00:01:38.400
Grenoble 1968,1000m-women,24,FRA,Marie Lise Perrenoud,00:01:39.300
Grenoble 1968,1000m-women,25,JPN,Misae Takeda,00:01:40.400
Grenoble 1968,1000m-women,26,JPN,Sachiko Saito,00:01:41.000
Grenoble 1968,1000m-women,27,CAN,Wendy Thompson,00:01:41.100
Grenoble 1968,1000m-women,28,FRA,Patricia Demartini,00:01:44.600
Grenoble 1968,1000m-women,29,GBR,Patricia Tipper,00:01:46.500
Grenoble 1968,1500m-men,1,NED,Cornelis Verkerk,00:02:03.400
Grenoble 1968,1500m-men,2,NOR,Ivar Eriksen,00:02:05.000
Grenoble 1968,1500m-men,2,NED,Ard Schenk,00:02:05.000
Grenoble 1968,1500m-men,4,NOR,Magne Thomassen,00:02:05.100
Grenoble 1968,1500m-men,5,SWE,Johnny Höglin,00:02:05.200
Grenoble 1968,1500m-men,5,NOR,Björn Tveter,00:02:05.200
Grenoble 1968,1500m-men,7,NOR,Svein Erik Stiansen,00:02:05.500
Grenoble 1968,1500m-men,8,URS,Eduard Matusevich,00:02:06.100
Grenoble 1968,1500m-men,9,NED,Petrus Nottet,00:02:06.300
Grenoble 1968,1500m-men,10,SWE,Örjan Sandler,00:02:07.000
Grenoble 1968,1500m-men,11,URS,Aleksandr Kertchenko,00:02:07.100
Grenoble 1968,1500m-men,12,URS,Ants Antson,00:02:07.200
Grenoble 1968,1500m-men,12,URS,Valerii Kaplan,00:02:07.200
Grenoble 1968,1500m-men,14,FIN,Jouko Ilmari Launonen,00:02:07.500
Grenoble 1968,1500m-men,15,FRG,Günter Traub,00:02:07.700
Grenoble 1968,1500m-men,16,NED,Jan Bols,00:02:07.800
Grenoble 1968,1500m-men,16,SWE,Manne Lavaas,00:02:07.800
Grenoble 1968,1500m-men,18,FIN,Kimmo Koskinen,00:02:07.900
Grenoble 1968,1500m-men,19,USA,Richard Wurster,00:02:08.400
Grenoble 1968,1500m-men,20,SWE,Göran Claeson,00:02:08.600
Grenoble 1968,1500m-men,21,FIN,Olavi Hjellman,00:02:10.100
Grenoble 1968,1500m-men,22,FRG,Jürgen Traub,00:02:10.200
Grenoble 1968,1500m-men,23,USA,Wayne Arthur Le Bombard,00:02:11.200
Grenoble 1968,1500m-men,24,FIN,Raimo Hietala,00:02:11.700
Grenoble 1968,1500m-men,24,USA,William Lanigan,00:02:11.700
Grenoble 1968,1500m-men,26,CAN,Robert Hodges,00:02:12.000
Grenoble 1968,1500m-men,27,HUN,György Martos,00:02:12.200
Grenoble 1968,1500m-men,28,GBR,John Tipper,00:02:12.400
Grenoble 1968,1500m-men,29,HUN,György Ivankai,00:02:12.600
Grenoble 1968,1500m-men,30,JPN,Tadao Ishihata,00:02:12.700
Grenoble 1968,1500m-men,31,JPN,Keiichi Suzuki,00:02:13.100
Grenoble 1968,1500m-men,32,ITA,Giancarlo Gloder,00:02:13.200
Grenoble 1968,1500m-men,33,ITA,Elio Locatelli,00:02:13.300
Grenoble 1968,1500m-men,34,USA,Roger Capan,00:02:13.600
Grenoble 1968,1500m-men,34,ITA,Renato De Riva,00:02:13.600
Grenoble 1968,1500m-men,36,FRA,Michel Thepenier,00:02:13.700
Grenoble 1968,1500m-men,37,FRA,François Perrenoud,00:02:14.000
Grenoble 1968,1500m-men,38,ITA,Guido Gillarduzzi,00:02:14.100
Grenoble 1968,1500m-men,39,AUT,Otmar Braunecker,00:02:14.400
Grenoble 1968,1500m-men,40,JPN,Mutsuhiko Maeda,00:02:14.800
Grenoble 1968,1500m-men,40,AUT,Hermann Strutz,00:02:14.800
Grenoble 1968,1500m-men,40,JPN,Masaki Suzuki,00:02:14.800
Grenoble 1968,1500m-men,43,GBR,Geoffrey Stockdale,00:02:15.600
Grenoble 1968,1500m-men,44,AUT,Erich Korbel,00:02:15.700
Grenoble 1968,1500m-men,45,HUN,Mihaly Martos,00:02:15.800
Grenoble 1968,1500m-men,46,CAN,Peter Williamson,00:02:16.000
Grenoble 1968,1500m-men,47,SUI,Hansruedi Widmer,00:02:16.100
Grenoble 1968,1500m-men,48,SUI,Franz Krienbühl,00:02:16.300
Grenoble 1968,1500m-men,49,AUS,Colin Victor Coates,00:02:16.700
Grenoble 1968,1500m-men,49,MGL,Dashnyam Luvsanlkhagvyn,00:02:16.700
Grenoble 1968,1500m-men,51,KOR,Il Hwan Lee,00:02:17.500
Grenoble 1968,1500m-men,52,MGL,Bujiin Jalbaa,00:02:18.000
Grenoble 1968,1500m-men,53,GBR,David George Bodington,00:02:19.100
Grenoble 1968,1500m-women,1,FIN,Kaija Mustonen,00:02:22.400
Grenoble 1968,1500m-women,2,NED,Carolina Geijssen,00:02:22.700
Grenoble 1968,1500m-women,3,NED,Stien Baas Kaiser,00:02:24.500
Grenoble 1968,1500m-women,4,NOR,Sigrid Sundby,00:02:25.200
Grenoble 1968,1500m-women,5,URS,Lasma Kaouniste,00:02:25.400
Grenoble 1968,1500m-women,6,FIN,Kaija Liisa Keskivitikka,00:02:25.800
Grenoble 1968,1500m-women,7,URS,Lyudmila Titova,00:02:26.800
Grenoble 1968,1500m-women,8,GDR,Ruth Schleiermacher,00:02:27.100
Grenoble 1968,1500m-women,9,SWE,Christina Scherling,00:02:27.500
Grenoble 1968,1500m-women,9,FRG,Hildegard Sellhuber,00:02:27.500
Grenoble 1968,1500m-women,11,URS,Lidiya Skoblikova,00:02:27.600
Grenoble 1968,1500m-women,12,NED,Johanna Schut,00:02:28.300
Grenoble 1968,1500m-women,13,USA,Dianne Holum,00:02:28.500
Grenoble 1968,1500m-women,14,FRA,Martine Ivangine,00:02:29.900
Grenoble 1968,1500m-women,14,NOR,Kari Kaaring,00:02:29.900
Grenoble 1968,1500m-women,16,USA,Jeanne Ashworth,00:02:30.300
Grenoble 1968,1500m-women,17,NOR,Lisbeth Korsmo,00:02:30.700
Grenoble 1968,1500m-women,18,SWE,Christina Karlsson,00:02:31.400
Grenoble 1968,1500m-women,18,JPN,Sachiko Saito,00:02:31.400
Grenoble 1968,1500m-women,20,SWE,Ylva Hedlund,00:02:31.500
Grenoble 1968,1500m-women,21,CAN,Doreen Mccannell,00:02:32.200
Grenoble 1968,1500m-women,22,FIN,Arja Kantola,00:02:33.200
Grenoble 1968,1500m-women,23,JPN,Kaname Ide,00:02:34.200
Grenoble 1968,1500m-women,24,CAN,Marcia Parsons,00:02:34.400
Grenoble 1968,1500m-women,25,USA,Jeanne Omelenchuk,00:02:35.500
Grenoble 1968,1500m-women,26,JPN,Jitsuko Saito,00:02:36.600
Grenoble 1968,1500m-women,27,KOR,Kuy Chin Kim,00:02:36.700
Grenoble 1968,1500m-women,28,FRA,Marie Lise Perrenoud,00:02:39.200
Grenoble 1968,1500m-women,29,FRA,Patricia Demartini,00:02:40.600
Grenoble 1968,1500m-women,30,FRG,Paula Dufter,00:02:45.200
Grenoble 1968,3000m-women,1,NED,Johanna Schut,00:04:56.200
Grenoble 1968,3000m-women,2,FIN,Kaija Mustonen,00:05:01.000
Grenoble 1968,3000m-women,3,NED,Stien Baas Kaiser,00:05:01.300
Grenoble 1968,3000m-women,4,FIN,Kaija Liisa Keskivitikka,00:05:03.900
Grenoble 1968,3000m-women,5,NED,Wil Burgmeijer,00:05:05.100
Grenoble 1968,3000m-women,6,URS,Lidiya Skoblikova,00:05:08.000
Grenoble 1968,3000m-women,7,SWE,Christina Scherling,00:05:09.800
Grenoble 1968,3000m-women,8,URS,Anna Sablina,00:05:12.500
Grenoble 1968,3000m-women,9,NOR,Sigrid Sundby,00:05:13.300
Grenoble 1968,3000m-women,10,USA,Jeanne Ashworth,00:05:14.000
Grenoble 1968,3000m-women,11,USA,Jeanne Omelenchuk,00:05:14.900
Grenoble 1968,3000m-women,12,URS,Lasma Kaouniste,00:05:16.000
Grenoble 1968,3000m-women,13,SWE,Christina Karlsson,00:05:17.200
Grenoble 1968,3000m-women,14,USA,Toy Dorgan,00:05:17.600
Grenoble 1968,3000m-women,15,FRA,Martine Ivangine,00:05:19.300
Grenoble 1968,3000m-women,16,NOR,Lisbeth Korsmo,00:05:19.600
Grenoble 1968,3000m-women,17,NOR,Kari Kaaring,00:05:20.600
Grenoble 1968,3000m-women,18,CAN,Doreen Mccannell,00:05:21.500
Grenoble 1968,3000m-women,19,FRG,Paula Dufter,00:05:27.000
Grenoble 1968,3000m-women,20,JPN,Jitsuko Saito,00:05:27.800
Grenoble 1968,3000m-women,21,JPN,Kaname Ide,00:05:27.900
Grenoble 1968,3000m-women,22,KOR,Kuy Chin Kim,00:05:29.500
Grenoble 1968,3000m-women,22,CAN,Marcia Parsons,00:05:29.500
Grenoble 1968,3000m-women,24,FIN,Arja Kantola,00:05:30.700
Grenoble 1968,3000m-women,25,FRA,Marie Lise Perrenoud,00:05:41.700
Grenoble 1968,3000m-women,26,GBR,Patricia Tipper,00:05:49.000
Grenoble 1968,5000m-men,1,NOR,Fred Anton Maier,00:07:22.400
Grenoble 1968,5000m-men,2,NED,Cornelis Verkerk,00:07:23.200
Grenoble 1968,5000m-men,3,NED,Petrus Nottet,00:07:25.500
Grenoble 1968,5000m-men,4,NOR,Per Willy Guttormsen,00:07:27.800
Grenoble 1968,5000m-men,5,SWE,Johnny Höglin,00:07:32.700
Grenoble 1968,5000m-men,6,SWE,Örjan Sandler,00:07:32.800
Grenoble 1968,5000m-men,7,SWE,Jonny Nilsson,00:07:32.900
Grenoble 1968,5000m-men,8,NED,Jan Bols,00:07:33.100
Grenoble 1968,5000m-men,9,FIN,Kimmo Koskinen,00:07:35.900
Grenoble 1968,5000m-men,10,URS,Valery Lavrushkin,00:07:37.900
Grenoble 1968,5000m-men,11,URS,Stanislav Selianine,00:07:38.500
Grenoble 1968,5000m-men,12,NOR,Svein Erik Stiansen,00:07:39.600
Grenoble 1968,5000m-men,13,FRG,Günter Traub,00:07:40.400
Grenoble 1968,5000m-men,14,URS,Anatoly Mashkov,00:07:41.900
Grenoble 1968,5000m-men,15,FIN,Jouko Ilmari Launonen,00:07:46.500
Grenoble 1968,5000m-men,16,AUT,Hermann Strutz,00:07:53.300
Grenoble 1968,5000m-men,17,FIN,Raimo Hietala,00:07:54.000
Grenoble 1968,5000m-men,18,ITA,Giancarlo Gloder,00:07:54.500
Grenoble 1968,5000m-men,19,CAN,Paul Alan Enock,00:07:54.800
Grenoble 1968,5000m-men,20,FRG,Jürgen Traub,00:07:55.300
Grenoble 1968,5000m-men,21,JPN,Yoshiaki Demachi,00:07:55.600
Grenoble 1968,5000m-men,22,JPN,Tadao Ishihata,00:07:55.800
Grenoble 1968,5000m-men,23,ITA,Guido Gillarduzzi,00:07:57.400
Grenoble 1968,5000m-men,24,USA,William Lanigan,00:07:57.700
Grenoble 1968,5000m-men,25,USA,Bill Cox,00:07:58.100
Grenoble 1968,5000m-men,26,ITA,Renato De Riva,00:07:58.200
Grenoble 1968,5000m-men,27,GBR,John Barry Blewitt,00:07:59.800
Grenoble 1968,5000m-men,28,USA,Wayne Arthur Le Bombard,00:08:03.800
Grenoble 1968,5000m-men,29,CAN,Robert Hodges,00:08:05.000
Grenoble 1968,5000m-men,30,FRA,Michel Thepenier,00:08:06.200
Grenoble 1968,5000m-men,31,HUN,György Ivankai,00:08:07.500
